"Z1","Z2","Z3","Z4","Site","Sol"
-0.626603168978795,-1.56085738464777,1.0699595206586,0.767429902690076,"292-34_U","Grès"
4.10869607128883,0.406943090625512,-1.36834357839551,0.932196702667734,"508-11_B","Alluvial"
2.31105670342896,-1.96114440081333,1.68476978678287,-0.912488486788865,"508-11_E","Alluvial"
5.60743679621014,2.7525654999956,-3.61288824208291,0.810880741481773,"508-11_N","Alluvial"
2.64010842486451,-0.803252255263553,0.220127502504514,-0.929744079619917,"508-11_Q","Alluvial"
6.01862595111581,3.02033882515749,-4.6688433467848,3.021342303619,"508-11_S","Alluvial"
0.805582618827457,1.495438721771,-2.39381252600675,1.33899417098989,"508-11_T","Alluvial"
2.89116368898984,0.0483394434900505,-0.471593934511726,-0.165709477616072,"508-11_X","Alluvial"
7.21603701275363,0.193192394573843,0.580376674163356,0.543409623199211,"508-12_S","Alluvial"
2.9959924354756,-1.29284744943988,-0.01443385328573,-0.737662855528373,"508-12_W","Alluvial"
5.86649364503845,-0.966066467307159,1.24787763058797,-1.01811321358672,"508-13_G","Alluvial"
4.06700469994105,1.26672137484888,-2.62087031759269,0.44688678919542,"508-13_K","Alluvial"
-0.104812829622726,-0.414723959771454,-0.214100281687951,-1.53228845501135,"508-13_O","Alluvial"
-0.953666367909314,-1.25197770230639,-0.759952765723485,-0.61359384477,"508-13_Q","Alluvial"
4.07613067041047,-2.28265175443956,1.54006842554642,-1.1731610545812,"508-13_S","Alluvial"
1.45931334318433,-1.38398522678627,0.80012191517432,-0.113696380881736,"508-14_K","Alluvial"
3.81014483026238,-1.46788638001035,-0.126138836822855,0.150164159585127,"508-14_L","Alluvial"
4.60833720684824,-0.401115624697596,-0.0950697790306819,1.14985326034042,"508-14_M","Alluvial"
-1.36256348375014,-0.64867239995116,-0.741665474655825,0.793637988408942,"508-14_W","Alluvial"
1.93832292773682,-2.82539530035537,1.43554890561691,-0.203502729692001,"508-14_X","Alluvial"
0.522661940767906,-0.21653176898498,-0.483981184439133,-1.35579310547062,"508-14_Y","Alluvial"
4.65829778278874,-0.558639692228375,-0.513849697292425,-1.03365622303752,"508-21_A","Alluvial"
1.5742838400906,-1.8986116817098,-0.978913568852279,-1.50938941690921,"508-21_J","Alluvial"
1.98588997173148,-2.47719377377987,1.1703416925752,-0.857904263109768,"508-21_P","Alluvial"
0.986429227102611,-2.34284923367748,0.198766433797674,-1.08777097496527,"508-21_Q","Alluvial"
1.44124943479819,-3.00493456459765,0.745455249203583,-1.71703050055463,"508-21_X","Alluvial"
1.38599843511189,-2.70928522192469,-0.230010412429378,-1.38747095187223,"508-22_A","Alluvial"
3.31130296370957,-1.63827679980342,-0.828937689745105,-1.0422292291609,"508-22_H","Alluvial"
1.49251018332262,0.799851313887438,-1.6977982498528,-0.955055164296802,"508-22_L","Alluvial"
0.907510462814176,0.0180235955793811,-2.78207112393577,-0.563951841424818,"508-22_R","Alluvial"
3.45626795496923,2.82938804982955,-4.37923892313966,0.594307897195343,"508-23_A","Alluvial"
1.62850679876903,0.528252034761942,0.256852015579047,-1.20097840019433,"508-23_D","Alluvial"
1.45286961628556,0.536474502762243,0.0829110842016936,-1.11049902008473,"508-23_F","Alluvial"
0.040968369588572,-0.143372023192029,-0.276648987784977,-0.449392606077603,"508-23_Q","Alluvial"
-1.44682214687152,0.0996833707001597,-1.38171887290167,-0.917626656356702,"508-23_U","Alluvial"
1.42349163275838,0.801684285850229,-2.46908379363237,-0.0834923111978852,"508-24_C","Alluvial"
3.77340890751551,1.60765762472566,-0.956460277177704,0.416326303817512,"508-24_E","Alluvial"
3.79133693779452,-2.10548540203137,0.686525231336618,-1.05415284712019,"508-24_J","Alluvial"
0.833533375816235,-2.55743695758634,-0.00779168264351715,-1.33774985779757,"508-24_L","Alluvial"
1.61339937295073,-1.23465555965036,0.268389210506757,-1.42640632018962,"508-24_Q","Alluvial"
2.51272197635501,-3.82982924923989,0.732022423460855,1.09804255742981,"508-24_T","Alluvial"
-2.53061694644405,-0.507078802193426,-0.637316703922024,0.29200634304265,"508-31_M","Grès"
-1.70932981559112,0.455037669114457,2.7318539677967,1.56617972703269,"508-31_Q","Grès"
-2.85993075091878,-0.717243010558545,-0.576231253187848,0.360702162423936,"508-31_U","Grès"
-3.58259017554254,-1.73461109996809,-2.42229997807355,2.22100507000862,"508-31_X","Grès"
-2.44547340141449,0.418887097143103,-0.855810179339734,1.19072070605084,"508-32_B","Grès"
-2.30330709797319,-1.90557504940608,-1.14122917173929,1.36651093534447,"508-32_C","Grès"
-1.52731002735222,0.273645763637207,1.93402530268436,2.59904892890984,"508-32_K","Grès"
-1.54248959673528,-0.908617522376838,0.272857312207426,1.18196912873094,"508-32_N","Grès"
-2.82138345342965,0.331263009897856,0.546847721786869,1.31834047154913,"508-32_S","Grès"
-0.567318488447666,0.131943612274437,2.22236441585296,1.6357256111532,"508-32_W","Grès"
-1.49794179409093,-1.33096134274781,0.759606904326195,0.329289760045605,"508-33_C","Grès"
-2.43867759101726,-1.01582309790346,-0.788103624257373,0.511626663423873,"508-33_E","Grès"
-2.5208606323789,-0.573730679517203,-1.66983298145956,0.284465471738171,"508-33_J","Grès"
-2.55151776271153,-0.778011115626349,-0.561461271102325,0.0227636386644409,"508-33_M","Grès"
-1.66866050358137,-0.321304035753272,-0.514474348836637,0.744586888037109,"508-33_N","Grès"
-2.75491197767757,0.245928328189699,-1.15095678254065,0.524685969708684,"508-33_Q","Grès"
-1.84499102280989,-1.023547510555,-0.86150957854075,0.0306832512624532,"508-33_V","Grès"
-2.34421453788211,0.379522296897789,0.35514800959789,-0.0856479458589604,"508-34_B","Grès"
-2.47311421487992,0.26589096398364,-0.704139299615576,0.099727031121894,"508-34_F","Grès"
-0.069720111965031,-1.97615719913638,1.45125194431064,0.137295432165293,"508-34_J","Grès"
-1.43796549719018,2.19363327677589,-0.360131870203754,-0.492441572707455,"508-41_B","Dunaire"
-1.39691199487686,3.44579364148783,0.860773378316711,0.635953114745521,"508-41_G","Dunaire"
1.0150852334943,1.40851319910572,4.70632657670806,1.14571542159409,"508-42_C","Dunaire"
-0.131479241525729,0.0187921512014048,1.93827083143664,0.834430312888573,"508-42_H","Dunaire"
0.596278079828697,1.23329181721404,0.797074884699673,-0.32904040431855,"508-42_I","Dunaire"
-0.703597435119771,0.0903964132408457,0.536842273555734,0.165313392323997,"508-42_N","Dunaire"
6.38829038200446,3.55727601229766,6.27385817602074,2.18849118823755,"508-42_O","Dunaire"
-0.276098550651703,0.900468495815902,1.58312403205011,0.703250302242943,"508-42_P","Dunaire"
-0.0151129313810128,-0.0185819596252515,1.81177640630305,0.383263494628474,"508-42_Q","Dunaire"
-3.04801329186016,0.803647643039767,-0.766251225020338,-0.288943220088951,"508-42_U","Dunaire"
-0.434556246928088,-0.336976385530764,1.40502940665186,0.289005583848253,"508-42_X","Dunaire"
0.532534394694986,0.486573585711529,2.20366400139238,0.632254930007581,"508-42_Y","Dunaire"
-1.42753091331005,1.1617950808063,-0.472057022438276,-0.242807256915823,"508-43_E","Dunaire"
-2.70011770344985,0.697344630800051,-0.539133965121254,-0.311367431419474,"508-43_G","Dunaire"
-0.691509014171843,0.670004322614,1.83232869606717,0.415571926342317,"508-43_I","Dunaire"
-1.15096199836433,2.12205956034944,1.14350178958323,0.478333798500693,"508-43_L","Dunaire"
-2.28065126795398,1.81901699000866,-0.653956813861755,-0.265604410957327,"508-43_M","Dunaire"
-2.76159558256158,0.466365370790689,-1.0855839391595,-0.294737129394935,"508-43_Y","Dunaire"
-3.03205844516769,1.73794100842604,-1.0989067684454,-0.330805549797635,"508-44_B","Dunaire"
-1.22511558159439,0.127612028207668,0.413465616984481,-0.0144638136855955,"508-44_X","Dunaire"
2.06996796740744,9.05585913438133,4.42582071271792,-3.31255583125478,"508-51_A","Dunaire"
-3.23730460789243,1.2404417655574,-1.90205871142058,-0.92568565399185,"508-51_D","Dunaire"
0.836051099643604,4.40493944677348,3.14901751510041,0.0592311973015177,"508-51_M","Dunaire"
-0.848253721958808,3.95552727771887,1.10854048554011,-1.2053779433661,"508-51_P","Dunaire"
-2.15098801354041,2.10731943568572,0.0309332600193472,-0.602153805135149,"508-51_T","Dunaire"
0.627789381027507,3.8699791612653,1.96532838726123,-0.752025369852696,"508-51_V","Dunaire"
-3.92664254405008,-0.104565953015948,-2.86704706737604,-1.00891611379023,"508-52_D","Dunaire"
-2.62033368915175,1.90958770212687,-0.5765184681693,-0.338865873507979,"508-52_H","Dunaire"
-1.71819162772037,2.37123504535626,0.13558920178659,-0.366798788411732,"508-52_K","Dunaire"
-0.0362377044106045,3.37866852725264,2.53342960729006,-0.307729530399388,"508-52_O","Dunaire"
-1.89964497148741,2.17145693262847,0.328654912467988,0.0827961574209106,"508-53_R","Dunaire"
0.127841741192909,1.12548142725988,2.00304791318646,0.855033750093523,"508-53_V","Dunaire"
-0.88946760592582,-0.218592324820287,0.795304482019445,-0.106029923426197,"508-53_W","Dunaire"
-2.81154197415717,1.65677795076411,-1.41149570063035,-0.641757464326769,"508-54_C","Dunaire"
-2.08369444002945,1.78764974851644,-0.244167564433843,-0.489152032160926,"508-54_E","Dunaire"
-2.14319702284237,2.24294538505794,-0.120776726804895,-0.1693687260094,"508-54_G","Dunaire"
0.688455686743546,3.67763050534511,3.87668491309127,0.489283464323706,"508-54_H","Dunaire"
-1.38100484031466,1.52432743388029,0.548960004041446,-0.314295686786231,"508-54_M","Dunaire"
-1.46272197847636,0.00182507773244862,0.394666778573227,-0.428080223840149,"508-54_T","Dunaire"
-1.40532438578345,0.682852317176607,0.81405794112376,-0.806794306800959,"508-54_Y","Dunaire"
-3.40901857611178,1.23640986583147,-1.59474665136431,-1.07684862024758,"508-61_C","Dunaire"
-2.88515482098859,1.49510009261959,-1.05543731591552,-0.709832071379347,"508-61_L","Dunaire"
-0.987196733093998,-1.14862783340107,0.922731987521906,0.354308775614142,"508-61_T","Dunaire"
-2.41953911157615,1.99586110116541,-0.454624509748654,-0.580686807696862,"508-62_M","Dunaire"
-2.97727911069435,0.139406088088017,-1.30314616245119,-0.781139449652516,"508-62_N","Dunaire"
-3.29609785590859,1.10150740388298,-0.840483259605966,-0.788996545514127,"508-62_R","Dunaire"
-3.54499501256649,1.48489757642052,-1.69528791109235,-0.803113344529845,"508-62_T","Dunaire"
-0.911321167183184,1.42149693660309,2.16802776696096,-0.303606839517793,"508-63_E","Dunaire"
-2.77152356955123,1.63264595552318,-0.314788185924973,-0.316132403670785,"508-63_L","Dunaire"
-2.83770093130163,1.09478903607382,-0.769978154624893,-0.396750275764609,"508-63_Q","Dunaire"
-3.01392275462263,1.57439407473091,-0.780690278184785,-0.639191618144164,"508-63_R","Dunaire"
-1.61820419858522,2.7647355629263,0.913320092127243,-0.0644055043873989,"508-63_U","Dunaire"
-0.715438047570147,0.215129559342797,1.40499084588183,-0.239761471797832,"508-64_A","Dunaire"
-2.50710634220912,1.00944702886311,-0.921984942480452,-0.419882868877449,"508-64_D","Dunaire"
-2.10998206082143,0.763682580892391,-0.29292499271006,-0.387441847061137,"508-64_N","Dunaire"
-3.62796488082305,0.752467813488773,-1.48952991092023,-0.710723130330503,"508-64_O","Dunaire"
-2.82031251202645,0.481479624379217,-0.326331064020611,-0.99798884144403,"508-64_R","Dunaire"
-1.66304827678213,-0.193865353352404,0.475390597236233,-0.478489981498505,"508-64_S","Dunaire"
-1.76145254657677,-0.659405028905157,0.122532232391897,-0.808993885104285,"508-64_U","Dunaire"
-1.44511158822629,0.304109050489928,1.09477853814247,-0.593083851631401,"508-64_X","Dunaire"
