"Site";"Sol";"X";"Y";"Altitude";"Pente";"pH_Superficiel";"pH_Profond";"pH_Intermediaire";"Eau_Superficiel";"Eau_Profond";"Eau_Intermediaire";"Av.P_Superficiel";"Av.P_Profond";"Av.P_Intermediaire";"C_Superficiel";"C_Profond";"C_Intermediaire";"N_Superficiel";"N_Profond";"N_Intermediaire";"NO3_Superficiel";"NO3_Profond";"NO3_Intermediaire";"NH4_Superficiel";"NH4_Profond";"NH4_Intermediaire";"Exc.Ac_Superficiel";"Exc.Ac_Profond";"Exc.Ac_Intermediaire";"Exc.Al_Superficiel";"Exc.Al_Profond";"Exc.Al_Intermediaire";"Exc.Ca_Superficiel";"Exc.Ca_Profond";"Exc.Ca_Intermediaire";"Exc.Mg_Superficiel";"Exc.Mg_Profond";"Exc.Mg_Intermediaire";"Exc.K_Superficiel";"Exc.K_Profond";"Exc.K_Intermediaire";"Exc.Na_Superficiel";"Exc.Na_Profond";"Exc.Na_Intermediaire";"Exc.Cations_Superficiel";"Exc.Cations_Profond";"Exc.Cations_Intermediaire";"SatBase_Superficiel";"SatBase_Profond";"SatBase_Intermediaire";"Argile_Superficiel";"Argile_Profond";"Argile_Intermediaire";"Limon_Superficiel";"Limon_Profond";"Limon_Intermediaire";"Sable_Superficiel";"Sable_Profond";"Sable_Intermediaire"
"292-32_N";"Grès";603350.1;648192.45;90.21335411;1.31631837025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_O";"Grès";603370.2;648191.65;91.27283129;1.2959894215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_P";"Grès";603370.52;648171.59;102.3250949;1.446413421;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_Q";"Grès";603350.46;648172.47;101.7497767;1.2962823215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_R";"Grès";603330.4;648173.35;99.89658901;1.0887767135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_S";"Grès";603310.34;648174.23;99.14565854;1.07320169475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_T";"Grès";603290.28;648175.11;98.7154047;0.7269212215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_U";"Grès";603290.76;648155.37;96.99323867;1.42979572825;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_V";"Grès";603310.78;648154.41;95.06603036;1.6463835655;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_W";"Grès";603330.8;648153.45;99.73604255;1.3811680935;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_X";"Grès";603350.82;648152.49;107.4478532;1.0771103395;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-32_Y";"Grès";603370.84;648151.53;112.0424986;0.8791252445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_A";"Grès";603291.24;648135.63;85.27708197;0.9809231895;5.04;4.64;4.88;2.56;1.92;2.02;3.35;1.45;3.45;1.08;0.27;0.73;0.08;0.04;0.06;1.49;1.44;1.77;8.45;2.58;6.13;3.13;2.29;2.55;2.62;1.68;2.04;0.08;0;0;0.21;0.03;0.08;0.16;0.04;0.08;0.05;0.04;0.04;3.62;2.4;2.75;13.52;4.4;7.27;16;18;16;16;12;16;68;70;68
"292-33_B";"Grès";603311.22;648134.59;84.10931635;0.83777011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_C";"Grès";603331.2;648133.55;94.73175126;1.31034640125;4.33;4.85;4.77;3.23;2.73;2.68;4.73;1.93;2.27;1.85;0.33;0.81;0.14;0.04;0.08;2.12;2.11;2.31;21.69;7.78;15.89;4.86;3.55;3.7;3.93;2.98;3.06;0.03;0;0;0.26;0.02;0.03;0.17;0.04;0.06;0.06;0.05;0.05;5.38;3.66;3.85;9.68;3.02;3.82;21;25;21;11;10;11;67;65;67
"292-33_D";"Grès";603351.18;648132.51;100.8917546;1.26066513325;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_E";"Grès";603371.16;648131.47;105.0857921;1.36163396125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_F";"Grès";603371.48;648111.41;98.70109451;1.19240547675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_G";"Grès";603351.54;648112.53;92.55262727;1.3077408755;4.75;4.98;4.79;3.31;2.51;2.51;3.71;1.02;2.35;1.37;0.48;0.86;0.09;0.04;0.05;1.45;1.32;1.78;8.28;7.15;7.46;3.62;3.28;3.82;3;2.72;3.18;0.04;0;0.01;0.16;0.01;0.07;0.16;0.03;0.08;0.06;0.02;0.05;4.04;3.35;4.03;10.43;1.98;5.09;21;21;21;17;17;17;62;62;62
"292-33_H";"Grès";603331.6;648113.65;89.00293832;1.0248176695;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_I";"Grès";603311.66;648114.77;86.07271614;0.59524492625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_J";"Grès";603291.72;648115.89;87.17699056;0.77935738025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_K";"Grès";603292.2;648096.15;94.36971322;1.332694784;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_L";"Grès";603312.1;648094.95;91.80506649;1.31434679;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_M";"Grès";603332;648093.75;88.17433379;1.43473832925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_N";"Grès";603351.9;648092.55;88.09423486;1.43102676125;4.64;4.84;4.63;3.77;1.97;2.39;5.79;1.94;4.3;2.09;0.35;1.02;0.11;0.03;0.07;0.7;0.55;0.5;11.25;2.73;3.44;3.59;2.45;2.56;3.12;1.94;2.1;0.03;0;0.02;0.16;0.04;0.07;0.22;0.03;0.1;0.03;0.04;0.04;4.03;2.55;2.79;10.98;4.06;8.08;17;19;17;13;11;13;70;70;70
"292-33_O";"Grès";603371.8;648091.35;94.59530823;1.747204382;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_P";"Grès";603372.12;648071.29;89.18999153;0.76728375;4.61;4.96;4.33;3.13;1.65;1.55;6.19;1.51;3.88;1.34;0.25;0.71;0.09;0.01;0.05;3.12;2.08;1.82;12.42;2.46;8.93;2.58;2.08;2.59;2.06;1.63;2.08;0.07;0.03;0;0.19;0.01;0.03;0.13;0.04;0.06;0.04;0.01;0.02;3.01;2.17;2.71;14.37;4.03;4.28;14;18;14;7;3;7;78;79;78
"292-33_Q";"Grès";603352.26;648072.57;93.94811678;1.84267186675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_R";"Grès";603332.4;648073.85;98.56077682;1.27837405875;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_S";"Grès";603312.54;648075.13;100.9436364;1.30718506075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_T";"Grès";603292.68;648076.41;107.9736717;1.0796061035;4;5.18;4.58;4.21;1.75;2.3;8;1.96;3.32;1.93;0.76;1.34;0.11;0.04;0.08;0.26;0.39;0.29;22.25;6.6;8.12;4.28;1.37;2.46;3.29;0.97;2;0.11;0.02;0.04;0.68;0.07;0.15;0.21;0.03;0.09;0.06;0.01;0.02;5.34;1.51;2.76;19.85;8.79;10.95;17;17;17;8;19;8;75;65;75
"292-33_U";"Grès";603293.16;648056.67;111.8889412;0.87691830275;4.66;5.17;4.94;3.59;2.06;2.1;5.03;3.79;2.61;2.3;1.33;1.02;0.1;0.09;0.07;0.68;0.46;0.47;29.69;3.31;5.49;3.94;1.94;1.99;3.01;1.48;1.53;0.08;0.04;0.03;0.24;0.02;0.02;0.16;0.05;0.05;0.08;0.01;0.04;4.51;2.06;2.13;12.51;5.66;6.34;17;19;17;9;7;9;74;73;74
"292-33_V";"Grès";603312.98;648055.31;110.2551948;1.02133281625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_W";"Grès";603332.8;648053.95;107.5700555;1.3723395855;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-33_X";"Grès";603352.62;648052.59;105.2030048;2.82504692925;4.51;4.82;4.71;3.66;2.12;2.29;6.6;0.86;1.55;1.53;0.52;0.62;0.09;0.03;0.05;0.7;0.9;0.51;23.87;4.94;12.65;4.62;3.63;3.53;3.68;3.12;3.02;0.15;0;0.05;0.25;0.02;0.03;0.14;0.04;0.06;0.04;0.08;0.03;5.2;3.76;3.7;11.21;3.59;4.45;22;25;22;14;12;14;65;63;65
"292-33_Y";"Grès";603372.44;648051.23;87.94817453;0.9700653915;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_A";"Grès";603191.34;648140.83;88.33674183;0.8381178465;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_B";"Grès";603211.32;648139.79;85.85749789;0.8356995065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_C";"Grès";603231.3;648138.75;80.91234965;0.84796726425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_D";"Grès";603251.28;648137.71;82.82184346;0.9553116185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_E";"Grès";603271.26;648136.67;84.73569583;1.154493165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_F";"Grès";603271.78;648117.01;88.38935852;1.16345422175;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_G";"Grès";603251.84;648118.13;88.0456879;1.13596662225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_H";"Grès";603231.9;648119.25;88.27361963;1.097937589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_I";"Grès";603211.96;648120.37;84.85941214;1.13635411075;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_J";"Grès";603192.02;648121.49;81.89942707;0.727190858;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_K";"Grès";603192.7;648102.15;88.54271837;1.1351932845;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_L";"Grès";603212.6;648100.95;91.63388883;1.0267758195;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_M";"Grès";603232.5;648099.75;96.46837143;1.00576268225;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_N";"Grès";603252.4;648098.55;94.92304239;1.299519137;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_O";"Grès";603272.3;648097.35;98.56632956;1.1830061025;4.67;5.03;4.92;2.28;1.4;2;4.27;1.44;2.52;1.25;0.3;0.73;0.08;0.03;0.05;1.69;1.65;1.67;9.66;5.55;9.31;3.07;1.83;2.45;2.51;1.37;1.99;0.02;0;0;0.08;0;0.02;0.1;0.02;0.05;0.07;0.05;0.05;3.34;1.9;2.57;8.08;4.03;4.53;22;15;22;5;11;5;73;73;73
"292-34_P";"Grès";603272.82;648077.69;103.8558128;0.853706637;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_Q";"Grès";603252.96;648078.97;102.0882517;0.398454086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_R";"Grès";603233.1;648080.25;101.7717925;0.52378019175;4.12;4.67;4.62;3.3;2.07;2.32;4.89;1.46;2.62;1.34;0.32;0.61;0.07;0.04;0.05;1.82;1.46;1.69;11.72;3.3;5.63;4.29;3.62;3.4;3.67;3.17;2.82;0.02;0;0;0.14;0.02;0.05;0.13;0.04;0.06;0.07;0.05;0.06;4.65;3.73;3.58;7.64;2.9;4.82;19;21;19;15;14;15;67;65;67
"292-34_S";"Grès";603213.24;648081.53;98.01070471;0.837542079;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_T";"Grès";603193.38;648082.81;89.90543639;1.25166984;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_U";"Grès";603194.06;648063.47;95.64701745;0.98596089875;4.35;4.64;4.56;3.47;2.8;2.85;5.39;1.27;2.91;1.37;0.35;0.72;0.09;0.04;0.04;0.74;0.35;0.53;13.9;6.41;7.1;5.13;4.94;4.94;4.14;4.12;4.01;0.1;0;0.01;0.26;0.07;0.09;0.17;0.04;0.11;0.1;0.05;0.05;5.77;5.1;5.2;11.07;3.14;5.05;22;26;22;16;15;16;62;59;62
"292-34_V";"Grès";603213.88;648062.11;95.37897902;1.1951056955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_W";"Grès";603233.7;648060.75;95.35190468;1.44608543425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_X";"Grès";603253.52;648059.39;99.37730358;1.12532298625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"292-34_Y";"Grès";603273.34;648058.03;101.3059922;1.1422981635;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"508-11_A";"Alluvial";604461.40505;647741.1975;72.47461837;1.036032272;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"508-11_B";"Alluvial";604477.81505;647731.1925;77.14139673;1.1588184745;4.64;4.87;4.55;5.09;5.14;5.25;5.23;1.15;2.05;1.4;0.36;0.58;0.1;0.07;0.1;3.94;0.86;2.07;12.46;2.82;9.2;3.42;7.75;7.6;2.87;7.38;7.02;1.28;0.06;0.19;4.18;2.95;2.46;0.61;0.45;0.45;0.08;0.05;0.1;9.57;11.26;10.8;64.21;31.19;29.65;44;48;44;25;26;25;32;26;32
"508-11_C";"Alluvial";604494.22505;647721.1875;84.22700443;0.36889664475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
